age,income,score,category,label
47,36069.68,-0.3699519942191985,B,1
46,44636.2,0.7968809675919508,A,0
51,62653.15,-0.060071008850770505,B,0
74,46397.08,-1.4936186435569445,B,0
31,37546.07,-0.1498139092597039,A,0
43,48022.35,-0.6971672138758627,B,0
66,56730.69,-0.22878163671214083,A,0
74,24263.99,-1.0322670886658796,A,0
35,46271.95,1.2654510424322483,A,0
76,48359.95,1.9679852937425177,A,0
74,43943.78,-1.04672579963783,A,1
35,61030.34,0.7133212284586838,A,0
49,41471.72,0.6625272342855836,A,0
62,44532.28,-1.0100986578427684,A,1
36,50564.64,0.1653015021385865,A,0
31,60932.74,1.475123218103842,A,0
28,46682.56,0.910576503190698,B,0
46,72748.96,1.682334822443917,A,0
48,36384.23,-1.1079763319927733,A,0
62,69297.72,-0.6849078339285564,C,0
41,37132.68,0.3522082257525418,B,0
48,47554.0,0.41434981055030595,B,0
56,55460.69,0.0834614562818916,A,0
64,80822.6,-0.32882025142384913,B,1
48,63437.39,-0.35335006589153145,A,0
29,43912.06,-0.5514952890134428,A,0
20,69486.79,0.5062891535129118,B,0
49,46794.43,-2.705317449266445,A,1
69,,1.6533365197444536,B,0
53,56730.27,-0.4750486859908982,B,0
21,51417.06,-1.3785929516770352,A,1
24,64305.0,0.5954136086628855,A,0
69,41753.92,-1.3552217360962875,C,0
37,55722.55,0.43523112759126875,A,1
68,59518.24,-0.3536110252051517,B,1
28,54170.68,0.637843125469752,B,0
75,49565.25,0.8354861437424898,B,0
28,39535.72,1.339806666221218,A,0
59,63556.28,-0.45129842813905846,C,0
45,52058.37,-0.24807213592636077,A,0
27,57444.56,0.02986350527742327,B,0
38,44738.33,-1.373440942450322,A,0
45,50195.18,0.6336269136767813,A,1
32,34441.58,0.16870832907310665,A,0
45,51282.88,-1.3013225094744718,A,0
25,61478.15,1.2491610705825484,A,1
57,51394.9,1.404166634395307,A,0
77,62890.89,-1.279275735728899,A,0
41,54693.66,0.6095300834857798,B,0
45,70457.85,1.2876684166959524,C,0
59,47149.26,0.8764917264298382,A,0
75,25420.55,-0.9449921265957895,B,1
30,56487.32,-1.361892100847671,C,0
27,47522.16,-0.08067025698675659,A,0
39,35385.6,-0.46189603891691133,A,0
77,59768.98,0.025706058403624766,A,0
51,53964.94,-0.06977847169037851,A,1
22,56680.08,0.5600059976463015,B,0
44,45014.36,-0.5285683374911109,A,0
78,52955.71,-0.13033953615784427,A,0
25,53815.09,2.9990635644996537,C,0
32,76619.83,-0.09943142303953713,A,0
77,39740.6,0.7662734907985974,A,1
21,49842.59,0.31756021696830145,B,0
60,55457.9,0.2464880849806187,A,0
51,24128.2,-0.8841350052967787,B,0
69,25955.47,0.5542878500339838,A,0
74,82487.28,-0.024892123415010837,A,0
40,23493.22,0.8436720675423006,A,0
36,58623.94,2.076913827784721,A,0
76,37276.62,0.20986560745387275,A,1
55,38552.6,0.7863034623463216,A,0
68,20262.13,-0.9989746867225281,A,0
19,36488.92,0.1410852967233856,C,1
78,61765.68,1.5753826009546303,A,0
44,29168.86,-0.036278283158419515,A,1
30,58931.4,-0.6136158414786417,A,0
58,54699.47,0.22960432161954125,B,0
47,80274.53,-0.16168460781409094,B,0
63,42882.0,-0.2177648665500605,B,0
41,68951.21,-0.3499865905389741,A,0
36,63333.03,2.0091658691311207,A,0
56,45699.97,-0.8486181898636668,C,0
74,25055.66,-0.39064124335299844,A,0
33,72641.61,-0.548240364395613,B,0
57,29534.17,1.2621115000848593,A,0
24,42898.76,-0.2569741346867184,A,0
28,63247.65,1.3261259497440676,B,0
47,66739.33,0.1882200070329179,A,0
21,37318.3,-0.001745488329690802,B,0
57,49519.97,-1.4392126075897325,B,0
53,46121.32,1.2328313917633746,A,0
41,67723.38,0.5623341667305168,A,0
64,87569.5,0.42633812368818663,A,1
79,22551.7,-0.09617636185561874,A,0
75,63746.34,-0.39546869406481366,B,1
43,7127.37,-1.2468877170527668,A,0
55,50211.0,0.9669301794538049,A,0
36,33368.23,0.2901197359848237,A,0
23,79877.28,-0.33794218401761383,B,0
68,52495.53,-0.6091782213825759,A,0
42,38948.42,0.13723364422900047,A,0
46,42510.31,-0.06966159029241013,A,1
43,41370.56,1.6641099071752175,A,0
34,52824.67,0.7951828838336211,A,0
61,47627.77,-0.5747274682837028,A,0
35,59838.28,-1.0841947005247288,A,0
